min_t	max_t	latest_value	n	category	sub_category	unit	scale
1999	2021	42822	22	Revenue and Expenditure of Provincial Councils-Expenditure of Provincial Councils	Revenue and Expenditure of Provincial Councils-Expenditures-Total-Southern	Rs.	Mn.
1999	2021	27765	22	Revenue and Expenditure of Provincial Councils-Expenditure of Provincial Councils	Revenue and Expenditure of Provincial Councils-Expenditures-Total-Uva	Rs.	Mn.
1999	2021	67032	22	Revenue and Expenditure of Provincial Councils-Expenditure of Provincial Councils	Revenue and Expenditure of Provincial Councils-Expenditures-Total-Western	Rs.	Mn.
2000	2021	216	21	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Excise Duty on Liquor-Central	Rs.	Mn.
2012	2021	51	10	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Excise Duty on Liquor-Eastern	Rs.	Mn.
2000	2021	64	21	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Excise Duty on Liquor-North-Central	Rs.	Mn.
1999	2021	91	18	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Excise Duty on Liquor-North-Western	Rs.	Mn.
2016	2021	16	6	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Excise Duty on Liquor-Northern	Rs.	Mn.
2000	2021	1	14	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Excise Duty on Liquor-Sabaragamuwa	Rs.	Mn.
1999	2021	76	18	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Excise Duty on Liquor-Southern	Rs.	Mn.
1996	2021	1055	25	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Excise Duty on Liquor-Total	Rs.	Mn.
2009	2021	59	11	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Excise Duty on Liquor-Uva	Rs.	Mn.
2012	2021	482	10	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Excise Duty on Liquor-Western	Rs.	Mn.
1999	2011	118	12	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Liquor-Central	Rs.	Mn.
2011	2011	29	1	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Liquor-Eastern	Rs.	Mn.
1999	1999	13	1	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Liquor-North-Central	Rs.	Mn.
1999	2011	69	12	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Liquor-North-Western	Rs.	Mn.
			0	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Liquor-Northern	Rs.	Mn.
1999	2011	44	12	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Liquor-Sabaragamuwa	Rs.	Mn.
1999	2010	3	11	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Liquor-Southern	Rs.	Mn.
1996	2011	577	15	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Liquor-Total	Rs.	Mn.
2000	2011	54	11	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Liquor-Uva	Rs.	Mn.
1999	2011	264	12	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Liquor-Western	Rs.	Mn.
2000	2021	6	15	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Others-Central	Rs.	Mn.
			0	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Others-Eastern	Rs.	Mn.
2000	2011	861	9	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Others-North-Central	Rs.	Mn.
2003	2014	1	5	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Others-North-Western	Rs.	Mn.
			0	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Others-Northern	Rs.	Mn.
2000	2008	1	6	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Others-Sabaragamuwa	Rs.	Mn.
2000	2021	1	20	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Others-Southern	Rs.	Mn.
1996	2021	7	23	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Others-Total	Rs.	Mn.
2000	2014	1	10	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Others-Uva	Rs.	Mn.
2000	2011	7359	11	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Others-Western	Rs.	Mn.
1999	2021	1032	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Vehicles-Central	Rs.	Mn.
2010	2021	565	12	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Vehicles-Eastern	Rs.	Mn.
1999	2021	632	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Vehicles-North-Central	Rs.	Mn.
1999	2021	1532	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Vehicles-North-Western	Rs.	Mn.
2013	2021	412	9	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Vehicles-Northern	Rs.	Mn.
1999	2021	845	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Vehicles-Sabaragamuwa	Rs.	Mn.
1999	2021	1267	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Vehicles-Southern	Rs.	Mn.
1996	2021	11044	25	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Vehicles-Total	Rs.	Mn.
2000	2021	488	21	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Vehicles-Uva	Rs.	Mn.
1999	2021	4272	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Licence Fee - Vehicles-Western	Rs.	Mn.
1999	2021	747	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Other Revenue-Central	Rs.	Mn.
2007	2021	498	15	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Other Revenue-Eastern	Rs.	Mn.
1999	2021	1057	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Other Revenue-North-Central	Rs.	Mn.
1999	2021	1392	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Other Revenue-North-Western	Rs.	Mn.
2007	2021	823	15	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Other Revenue-Northern	Rs.	Mn.
1999	2021	665	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Other Revenue-Sabaragamuwa	Rs.	Mn.
1999	2021	1365	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Other Revenue-Southern	Rs.	Mn.
1996	2021	10629	25	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Other Revenue-Total	Rs.	Mn.
1999	2021	665	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Other Revenue-Uva	Rs.	Mn.
1999	2021	3417	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Other Revenue-Western	Rs.	Mn.
2000	2010	72	9	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Profit and Dividends-Central	Rs.	Mn.
2007	2010	57	4	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Profit and Dividends-Eastern	Rs.	Mn.
2000	2010	61	10	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Profit and Dividends-North-Central	Rs.	Mn.
2000	2010	138	10	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Profit and Dividends-North-Western	Rs.	Mn.
2007	2010	20	4	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Profit and Dividends-Northern	Rs.	Mn.
2000	2010	109	10	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Profit and Dividends-Sabaragamuwa	Rs.	Mn.
2000	2010	38	10	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Profit and Dividends-Southern	Rs.	Mn.
1996	2010	1261	12	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Profit and Dividends-Total	Rs.	Mn.
2000	2010	10	10	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Profit and Dividends-Uva	Rs.	Mn.
2000	2010	757	10	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Profit and Dividends-Western	Rs.	Mn.
1999	2021	2905	21	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Stamp Duty-Central	Rs.	Mn.
2010	2021	1189	12	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Stamp Duty-Eastern	Rs.	Mn.
1999	2021	664	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Stamp Duty-North-Central	Rs.	Mn.
1999	2021	3765	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Stamp Duty-North-Western	Rs.	Mn.
2012	2021	1574	10	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Stamp Duty-Northern	Rs.	Mn.
1999	2021	1533	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Stamp Duty-Sabaragamuwa	Rs.	Mn.
1999	2021	3545	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Stamp Duty-Southern	Rs.	Mn.
1996	2021	41205	25	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Stamp Duty-Total	Rs.	Mn.
2000	2021	914	21	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Stamp Duty-Uva	Rs.	Mn.
1999	2021	25114	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Stamp Duty-Western	Rs.	Mn.
1996	2021	63942	25	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Total Revenue	Rs.	Mn.
1999	2021	4905	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Total Revenue-Central	Rs.	Mn.
2008	2021	2303	14	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Total Revenue-Eastern	Rs.	Mn.
1999	2021	2417	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Total Revenue-North-Central	Rs.	Mn.
1999	2021	6780	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Total Revenue-North-Western	Rs.	Mn.
2008	2021	2825	14	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Total Revenue-Northern	Rs.	Mn.
1999	2021	3044	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Total Revenue-Sabaragamuwa	Rs.	Mn.
1999	2021	6255	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Total Revenue-Southern	Rs.	Mn.
1999	2021	2126	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Total Revenue-Uva	Rs.	Mn.
1999	2021	33287	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Total Revenue-Western	Rs.	Mn.
1999	2019	4	20	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Turnover Tax-Central	Rs.	Mn.
2010	2011	246	2	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Turnover Tax-Eastern	Rs.	Mn.
1999	2019	1	20	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Turnover Tax-North-Central	Rs.	Mn.
1999	2021	1	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Turnover Tax-North-Western	Rs.	Mn.
			0	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Turnover Tax-Northern	Rs.	Mn.
1999	2019	1	18	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Turnover Tax-Sabaragamuwa	Rs.	Mn.
1999	2019	2	20	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Turnover Tax-Southern	Rs.	Mn.
1996	2021	3	25	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Turnover Tax-Total	Rs.	Mn.
2000	2018	1.0	18	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Turnover Tax-Uva	Rs.	Mn.
1999	2021	2	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Analysis of Revenue Collection of Provincial Councils-Turnover Tax-Western	Rs.	Mn.
1999	2021	38879	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Grant from the Central Govt.-Central	Rs.	Mn.
2007	2021	29940	15	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Grant from the Central Govt.-Eastern	Rs.	Mn.
1999	2021	22260	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Grant from the Central Govt.-North-Central	Rs.	Mn.
1999	2021	35024	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Grant from the Central Govt.-North-Western	Rs.	Mn.
2007	2021	28762	15	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Grant from the Central Govt.-Northern	Rs.	Mn.
1999	2021	31975	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Grant from the Central Govt.-Sabaragamuwa	Rs.	Mn.
1999	2021	37718	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Grant from the Central Govt.-Southern	Rs.	Mn.
1996	2021	299799	25	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Grant from the Central Govt.-Total	Rs.	Mn.
1999	2021	27401	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Grant from the Central Govt.-Uva	Rs.	Mn.
1999	2021	47839	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Grant from the Central Govt.-Western	Rs.	Mn.
1999	2021	4905	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Revenue-Central	Rs.	Mn.
2007	2021	2303	15	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Revenue-Eastern	Rs.	Mn.
1999	2021	2417	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Revenue-North-Central	Rs.	Mn.
1999	2021	6780	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Revenue-North-Western	Rs.	Mn.
2007	2021	2825	15	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Revenue-Northern	Rs.	Mn.
1999	2021	3044	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Revenue-Sabaragamuwa	Rs.	Mn.
1999	2021	6255	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Revenue-Southern	Rs.	Mn.
1996	2021	63942	25	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Revenue-Total	Rs.	Mn.
1999	2021	2126	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Revenue-Uva	Rs.	Mn.
1999	2021	33287	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Revenue-Western	Rs.	Mn.
1996	2021	363742	25	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Total	Rs.	Mn.
1999	2021	43785	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Total-Central	Rs.	Mn.
2007	2021	32243	15	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Total-Eastern	Rs.	Mn.
1999	2021	24677	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Total-North-Central	Rs.	Mn.
1999	2021	41803	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Total-North-Western	Rs.	Mn.
2007	2021	31588	15	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Total-Northern	Rs.	Mn.
1999	2021	35020	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Total-Sabaragamuwa	Rs.	Mn.
1999	2021	43972	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Total-Southern	Rs.	Mn.
1999	2021	29527	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Total-Uva	Rs.	Mn.
1999	2021	81126	22	Revenue and Expenditure of Provincial Councils-Revenue of Provincial Councils	Revenue and Expenditure of Provincial Councils-Receipts-Total-Western	Rs.	Mn.
1996	2021	25952	26	Thrift & Credit Co-operative Societies-Deposits	Thrift & Credit Co-operative Societies-Deposits-Total	Rs.	Mn.
1996	2021	4972	26	Thrift & Credit Co-operative Societies-Loans	Thrift & Credit Co-operative Societies-Loans Granted-Agriculture & Animal Husbandry	Rs.	Mn.
1996	2019	6344	24	Thrift & Credit Co-operative Societies-Loans	Thrift & Credit Co-operative Societies-Loans Granted-Commerce & Other Projects	Rs.	Mn.
1996	2021	6482	26	Thrift & Credit Co-operative Societies-Loans	Thrift & Credit Co-operative Societies-Loans Granted-Housing Electrification & Water	Rs.	Mn.
1996	2021	1514	26	Thrift & Credit Co-operative Societies-Loans	Thrift & Credit Co-operative Societies-Loans Granted-Other	Rs.	Mn.
1996	2021	2658	26	Thrift & Credit Co-operative Societies-Loans	Thrift & Credit Co-operative Societies-Loans Granted-Small Industries	Rs.	Mn.
1996	2021	15626	26	Thrift & Credit Co-operative Societies-Loans	Thrift & Credit Co-operative Societies-Loans Granted-Total	Rs.	Mn.
1996	2021	8423	26	Thrift & Credit Co-operative Societies-Overall	Thrift & Credit Co-operative Societies-No. of Societies	Number	 
1970	2022	719978	53	Tourism-Tourist Arrivals	Total Tourist Arrivals	Number	Numbers
2008	2021	307	14	Transport-Road Network	Road Kilometerage-Ampara-Class A	Kilometres	 
2008	2021	281	14	Transport-Road Network	Road Kilometerage-Ampara-Class B	Kilometres	 
2008	2021	323	14	Transport-Road Network	Road Kilometerage-Ampara-Class C	Kilometres	 
2008	2021	153	14	Transport-Road Network	Road Kilometerage-Ampara-Class D	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Ampara-Class E	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Ampara-Expressways	Kilometres	 
2008	2021	1064	14	Transport-Road Network	Road Kilometerage-Ampara-Total	Kilometres	 
2008	2021	349	14	Transport-Road Network	Road Kilometerage-Anuradhapura-Class A	Kilometres	 
2008	2021	471	14	Transport-Road Network	Road Kilometerage-Anuradhapura-Class B	Kilometres	 
2008	2021	741	14	Transport-Road Network	Road Kilometerage-Anuradhapura-Class C	Kilometres	 
2008	2021	698	14	Transport-Road Network	Road Kilometerage-Anuradhapura-Class D	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Anuradhapura-Class E	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Anuradhapura-Expressways	Kilometres	 
2008	2021	2258	14	Transport-Road Network	Road Kilometerage-Anuradhapura-Total	Kilometres	 
2008	2021	264	14	Transport-Road Network	Road Kilometerage-Badulla-Class A	Kilometres	 
2008	2021	432	14	Transport-Road Network	Road Kilometerage-Badulla-Class B	Kilometres	 
2008	2021	1109	14	Transport-Road Network	Road Kilometerage-Badulla-Class C	Kilometres	 
2008	2021	406	14	Transport-Road Network	Road Kilometerage-Badulla-Class D	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Badulla-Class E	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Badulla-Expressways	Kilometres	 
2008	2021	2211	14	Transport-Road Network	Road Kilometerage-Badulla-Total	Kilometres	 
2008	2021	172	14	Transport-Road Network	Road Kilometerage-Batticaloa-Class A	Kilometres	 
2008	2021	61	14	Transport-Road Network	Road Kilometerage-Batticaloa-Class B	Kilometres	 
2008	2021	388	14	Transport-Road Network	Road Kilometerage-Batticaloa-Class C	Kilometres	 
2008	2021	41	14	Transport-Road Network	Road Kilometerage-Batticaloa-Class D	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Batticaloa-Class E	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Batticaloa-Expressways	Kilometres	 
2008	2021	662	14	Transport-Road Network	Road Kilometerage-Batticaloa-Total	Kilometres	 
2000	2021	409	22	Transport-Road Network	Road Kilometerage-Central-Class A	Kilometres	 
2000	2021	1334	22	Transport-Road Network	Road Kilometerage-Central-Class B	Kilometres	 
2000	2021	1664	22	Transport-Road Network	Road Kilometerage-Central-Class C	Kilometres	 
2000	2021	580	22	Transport-Road Network	Road Kilometerage-Central-Class D	Kilometres	 
2002	2005	386	4	Transport-Road Network	Road Kilometerage-Central-Class E	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Central-Expressways	Kilometres	 
2002	2021	3986	20	Transport-Road Network	Road Kilometerage-Central-Total	Kilometres	 
2008	2021	166	14	Transport-Road Network	Road Kilometerage-Colombo-Class A	Kilometres	 
2008	2021	271	14	Transport-Road Network	Road Kilometerage-Colombo-Class B	Kilometres	 
2008	2021	233	14	Transport-Road Network	Road Kilometerage-Colombo-Class C	Kilometres	 
2008	2021	162	14	Transport-Road Network	Road Kilometerage-Colombo-Class D	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Colombo-Class E	Kilometres	 
2011	2021	36	11	Transport-Road Network	Road Kilometerage-Colombo-Expressways	Kilometres	 
2008	2021	866	14	Transport-Road Network	Road Kilometerage-Colombo-Total	Kilometres	 
2000	2021	620	22	Transport-Road Network	Road Kilometerage-Eastern-Class A	Kilometres	 
2000	2021	551	22	Transport-Road Network	Road Kilometerage-Eastern-Class B	Kilometres	 
2000	2021	936	22	Transport-Road Network	Road Kilometerage-Eastern-Class C	Kilometres	 
2000	2021	297	22	Transport-Road Network	Road Kilometerage-Eastern-Class D	Kilometres	 
2002	2005	141	4	Transport-Road Network	Road Kilometerage-Eastern-Class E	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Eastern-Expressways	Kilometres	 
2002	2021	2404	20	Transport-Road Network	Road Kilometerage-Eastern-Total	Kilometres	 
2008	2021	97	14	Transport-Road Network	Road Kilometerage-Galle-Class A	Kilometres	 
2008	2021	392	14	Transport-Road Network	Road Kilometerage-Galle-Class B	Kilometres	 
2008	2021	387	14	Transport-Road Network	Road Kilometerage-Galle-Class C	Kilometres	 
2008	2021	272	14	Transport-Road Network	Road Kilometerage-Galle-Class D	Kilometres	 
			0	Transport-Road Network	Road Kilometerage-Galle-Class E	Kilometres	 
2011	2021	60	11	Transport-Road Network	Road Kilometerage-Galle-Expressways	Kilometres	 
2008	2021	1208	14	Transport-Road Network	Road Kilometerage-Galle-Total	Kilometres	 
2008	2021	128	14	Transport-Road Network	Road Kilometerage-Gampaha-Class A	Kilometres	 
2008	2021	624	14	Transport-Road Network	Road Kilometerage-Gampaha-Class B	Kilometres	 
2008	2021	355	14	Transport-Road Network	Road Kilometerage-Gampaha-Class C	Kilometres	 
